GPU Util%,GPU Memory,CPU Util%
47,11933,6.9
50,11933,7.7
50,11933,7.5
56,11933,8.2
62,11933,7.6
52,11933,7.2
55,11933,7.6
50,11933,7.3
58,11933,6.9
51,11933,7.2
58,11933,7.6
48,11933,7.8
69,11933,6.9
54,11933,8.2
58,11933,8.5
56,11933,6.6
59,11933,6.9
56,11933,7.8
57,11933,7.2
57,11933,8.2
54,11933,7.5
57,11933,7.2
56,11933,7.8
58,11933,8.5
60,11933,7.2
77,11933,6.9
84,11933,7.2
73,11933,6.6
55,11933,6.6
57,11933,7.2
56,11933,6.6
51,11933,7.6
53,11933,7.3
56,11933,8.2
53,11933,7.2
65,11933,7.2
53,11933,7.0
54,11933,7.2
57,11933,7.6
55,11933,7.6
48,11933,7.6
64,11933,7.6
46,11933,7.9
49,11933,7.5
57,11933,6.9
57,11933,6.9
57,11933,7.2
58,11933,6.6
54,11933,6.6
56,11933,6.9
63,11933,6.3
81,11933,6.9
60,11933,6.6
61,11933,6.9
84,11933,7.0
58,11933,7.5
65,11933,7.3
52,11933,8.1
58,11933,7.3
53,11933,8.0
53,11933,7.6
58,11933,7.5
55,11933,7.6
54,11933,6.6
59,11933,7.3
54,11933,6.6
51,11933,6.8
65,11933,7.3
52,11933,6.3
71,11933,6.6
83,11933,6.2
63,11933,7.2
76,11933,6.3
83,11933,5.9
65,11933,7.0
75,11933,7.2
83,11933,6.6
68,11933,7.3
73,11933,7.6
63,11933,6.6
59,11933,6.9
62,11933,6.9
68,11933,7.3
80,11933,6.6
66,11933,7.6
75,11933,6.9
82,11933,5.6
76,11933,7.5
78,11933,6.6
69,11933,7.0
50,11933,6.9
59,11933,7.0
59,11933,7.6
57,11933,8.0
47,11933,7.3
58,11933,7.9
61,11933,6.6
54,11933,7.8
53,11933,7.3
59,11933,7.5
55,11933,7.5
50,11933,7.2
55,11933,7.5
48,11933,7.2
56,11933,7.8
55,11933,7.0
60,11933,6.2
56,11933,7.6
57,11933,7.6
52,11933,6.6
48,11933,7.9
60,11933,6.9
55,11933,6.9
52,11933,8.2
55,11933,7.0
67,11933,7.2
64,11933,6.9
69,11933,6.6
60,11933,7.0
52,11933,7.6
62,11933,7.3
53,11933,6.9
59,11933,6.6
57,11933,6.9
50,11933,6.3
63,11933,7.9
78,11933,6.6
64,11933,7.5
50,11933,6.9
65,11933,6.7
76,11933,6.8
57,11933,6.8
53,11933,6.6
54,11933,7.5
58,11933,6.6
56,11933,6.3
62,11933,7.3
56,11933,7.8
54,11933,7.9
57,11933,8.2
59,11933,7.2
58,11933,8.1
69,11933,8.2
83,11933,6.6
87,11933,6.6
85,11933,6.5
63,11933,6.6
64,11933,7.9
56,11933,7.2
55,11933,6.8
68,11933,6.6
55,11933,7.9
61,11933,7.2
56,11933,8.2
59,11933,6.9
49,11933,7.2
54,11933,6.9
69,11933,7.2
63,11933,6.6
58,11933,7.2
60,11933,6.9
62,11933,7.2
81,11933,6.0
85,11933,5.6
83,11933,6.9
54,11933,7.2
60,11933,6.2
53,11933,7.6
61,11933,7.2
67,11933,7.2
65,11933,7.6
55,11933,7.9
52,11933,7.3
51,11933,7.6
65,11933,6.6
70,11933,6.8
52,11933,7.3
53,11933,7.5
60,11933,6.7
52,11933,7.2
60,11933,8.2
63,11933,6.8
65,11933,6.9
54,11933,7.5
57,11933,7.3
53,11933,6.6
66,11933,7.0
57,11933,7.9
59,11933,7.8
49,11933,7.6
69,11933,7.6
63,11933,7.3
51,11933,6.6
58,11933,6.9
63,11933,6.3
63,11933,7.0
51,11933,8.2
52,11933,7.2
62,11933,6.9
59,11933,7.5
54,11933,7.3
53,11933,7.9
53,11933,7.7
52,11933,6.9
53,11933,7.8
54,11933,7.4
65,11933,6.0
66,11933,6.7
68,11933,6.9
56,11933,7.7
77,11933,7.2
86,11933,6.3
85,11933,6.6
68,11933,7.9
59,11933,7.2
45,11933,7.6
55,11933,8.5
66,11933,7.9
51,11933,7.0
64,11933,7.6
52,11933,7.2
59,11933,7.6
55,11933,7.6
61,11933,6.9
59,11933,7.2
64,11933,8.2
54,11933,7.1
65,11933,7.3
58,11933,7.0
56,11933,6.6
64,11933,6.9
56,11933,7.5
73,11933,7.2
62,11933,7.2
69,11933,7.9
61,11933,6.6
61,11933,7.6
54,11933,8.2
56,11933,8.2
50,11933,6.9
69,11933,6.6
58,11933,6.9
54,11933,7.3
56,11933,7.2
56,11933,7.3
53,11933,6.8
73,11933,6.7
84,11933,7.2
83,11933,7.5
73,11933,8.0
65,11933,6.6
82,11933,6.8
68,11933,6.6
58,11933,6.9
63,11933,7.5
60,11933,7.3
48,11933,8.2
55,11933,7.6
60,11933,7.8
53,11933,8.0
59,11933,7.6
52,11933,6.9
48,11933,6.9
68,11933,7.6
59,11933,8.3
68,11933,7.7
63,11933,7.6
59,11933,7.6
78,11933,7.2
67,11933,7.3
63,11933,7.2
79,11933,5.9
84,11933,6.8
85,11933,5.9
84,11933,6.3
87,11933,7.2
62,11933,7.4
64,11933,7.3
54,11933,7.6
59,11933,6.9
46,11933,7.2
59,11933,7.2
63,11933,7.5
56,11933,7.3
52,11933,7.3
71,11933,6.3
62,11933,7.3
62,11933,5.9
79,11933,6.3
85,11933,7.2
62,11933,7.0
71,11933,6.3
55,11933,7.0
51,11933,7.5
60,11933,7.2
53,11933,7.6
61,11933,7.9
64,11933,7.5
54,11933,7.5
52,11933,6.2
73,11933,6.9
54,11933,7.5
54,11933,6.9
58,11933,6.6
53,11933,6.9
52,11933,7.0
59,11933,7.6
53,11933,6.3
55,11933,6.9
56,11933,6.6
55,11933,7.2
52,11933,7.2
59,11933,6.9
54,11933,7.8
57,11933,7.6
60,11933,7.6
62,11933,7.6
50,11933,7.3
60,11933,7.3
58,11933,8.1
60,11933,7.2
54,11933,7.6
60,11933,7.3
53,11933,7.9
60,11933,7.2
51,11933,7.6
47,11933,7.2
67,11933,7.9
55,11933,6.6
50,11933,7.3
57,11933,6.6
53,11933,7.3
76,11933,5.9
76,11933,7.2
54,11933,6.9
55,11933,7.9
60,11933,7.9
55,11933,6.9
81,11933,6.9
62,11933,7.6
72,11933,6.3
80,11933,6.9
84,11933,6.9
83,11933,6.8
82,11933,6.6
63,11933,7.6
63,11933,8.2
55,11933,7.9
61,11933,7.3
54,11933,6.9
68,11933,7.3
78,11933,6.9
86,11933,5.6
69,11933,7.9
52,11933,7.7
61,11933,6.6
60,11933,6.6
52,11933,7.3
54,11933,6.9
67,11933,6.6
81,11933,6.5
83,11933,7.5
59,11933,7.2
58,11933,8.2
58,11933,8.1
58,11933,6.6
57,11933,7.5
74,11933,6.3
86,11933,6.2
87,11933,6.2
74,11933,6.9
62,11933,7.3
56,11933,7.5
68,11933,6.9
63,11933,7.8
57,11933,6.6
61,11933,7.8
56,11933,6.9
50,11933,7.6
58,11933,7.6
58,11933,7.6
57,11933,7.8
58,11933,7.3
59,11933,8.8
73,11933,6.9
84,11933,5.9
77,11933,6.6
61,11933,7.0
83,11933,5.6
71,11933,6.9
63,11933,7.0
65,11933,7.2
63,11933,6.8
54,11933,7.0
63,11933,7.6
57,11933,7.6
48,11933,7.9
54,11933,7.5
61,11933,7.8
54,11933,7.9
59,11933,7.6
51,11933,6.9
54,11933,7.5
52,11933,6.6
73,11933,5.9
83,11933,5.9
81,11933,6.0
70,11933,6.9
65,11933,7.6
51,11933,8.2
63,11933,7.5
47,11933,7.2
58,11933,6.9
57,11933,6.6
52,11933,6.6
55,11933,7.3
51,11933,6.6
61,11933,7.2
66,11933,7.6
70,11933,6.4
61,11933,7.3
59,11933,7.2
67,11933,6.0
59,11933,7.5
58,11933,7.1
54,11933,7.2
62,11933,7.6
55,11933,7.5
61,11933,7.4
51,11933,7.0
48,11933,7.2
55,11933,8.2
56,11933,6.9
62,11933,7.6
53,11933,6.6
56,11933,8.2
85,11933,6.3
86,11933,5.6
57,11933,8.2
57,11933,7.2
59,11933,7.6
68,11933,7.2
62,11933,7.2
56,11933,8.8
53,11933,6.9
52,11933,8.2
59,11933,6.2
76,11933,7.2
62,11933,7.2
57,11933,7.8
54,11933,6.9
63,11933,8.2
63,11933,6.6
78,11933,7.2
83,11933,6.8
83,11933,5.6
78,11933,7.2
65,11933,7.9
59,11933,7.6
51,11933,7.5
59,11933,7.9
58,11933,6.9
56,11933,7.8
60,11933,6.9
56,11933,7.3
58,11933,7.3
51,11933,6.9
54,11933,6.6
55,11933,6.7
57,11933,6.7
57,11933,6.9
51,11933,6.3
62,11933,7.6
55,11933,7.5
62,11933,7.6
60,11933,6.6
60,11933,6.9
63,11933,6.9
69,11933,6.8
82,11933,5.9
85,11933,6.2
70,11933,6.9
59,11933,6.9
66,11933,7.2
53,11933,7.2
60,11933,7.9
54,11933,7.9
56,11933,7.6
58,11933,6.9
56,11933,6.6
61,11933,7.9
51,11933,7.2
64,11933,7.8
57,11933,6.6
54,11933,7.6
57,11933,7.2
51,11933,7.9
52,11933,8.2
55,11933,7.3
53,11933,7.2
58,11933,7.0
59,11933,6.2
59,11933,7.0
58,11933,6.9
63,11933,6.6
59,11933,6.9
55,11933,6.9
60,11933,6.9
51,11933,6.9
55,11933,7.6
61,11933,8.5
50,11933,6.3
54,11933,7.9
63,11933,7.6
57,11933,7.0
76,11933,6.3
84,11933,6.6
57,11933,7.5
57,11933,8.0
53,11933,7.2
51,11933,6.6
66,11933,6.6
52,11933,7.2
61,11933,6.9
55,11933,6.9
55,11933,7.6
70,11933,7.3
60,11933,7.6
53,11933,7.2
63,11933,7.5
58,11933,6.9
66,11933,7.3
58,11933,7.3
58,11933,6.9
54,11933,7.6
58,11933,7.3
55,11933,7.5
51,11933,7.2
53,11933,7.8
54,11933,8.2
63,11933,7.5
62,11933,6.6
63,11933,6.2
68,11933,7.9
67,11933,6.9
76,11933,7.9
52,11933,7.9
60,11933,7.9
55,11933,8.2
51,11933,6.6
62,11933,6.9
58,11933,6.6
56,11933,7.8
66,11933,6.3
60,11933,6.9
52,11933,6.8
57,11933,7.8
57,11933,6.9
74,11933,7.2
64,11933,6.9
69,11933,6.6
56,11933,6.6
59,11933,8.2
77,11933,6.6
62,11933,7.6
71,11933,6.5
78,11933,7.3
63,11933,8.5
53,11933,7.2
61,11933,7.9
59,11933,7.0
64,11933,6.6
74,11933,6.6
69,11933,6.9
61,11933,7.2
65,11933,7.5
58,11933,6.7
58,11933,7.5
62,11933,7.3
45,11933,7.6
52,11933,7.6
56,11933,6.9
51,11933,7.2
67,11933,8.4
54,11933,7.3
66,11933,6.9
61,11933,7.2
56,11933,7.6
52,11933,7.5
60,11933,6.9
59,11933,7.6
70,11933,6.9
83,11933,7.2
68,11933,6.9
67,11933,7.6
51,11933,7.6
55,11933,7.5
60,11933,8.5
53,11933,6.9
67,11933,7.5
57,11933,7.6
56,11933,7.3
69,11933,6.6
56,11933,7.2
61,11933,6.6
51,11933,7.5
58,11933,7.0
50,11933,7.5
49,11933,7.8
50,11933,8.2
63,11933,7.0
52,11933,6.9
54,11933,7.3
48,11933,7.5
48,11933,7.0
60,11933,7.3
55,11933,7.3
62,11933,7.5
54,11933,7.2
54,11933,8.1
46,11933,8.5
58,11933,7.2
58,11933,6.9
64,11933,6.9
67,11933,6.7
82,11933,5.8
69,11933,7.2
52,11933,7.8
61,11933,7.9
55,11933,6.9
51,11933,7.9
56,11933,7.2
79,11933,6.6
65,11933,6.9
54,11933,6.9
73,11933,6.9
64,11933,7.3
56,11933,7.2
62,11933,7.9
66,11933,7.6
60,11933,7.2
55,11933,7.3
58,11933,7.9
57,11933,6.9
54,11933,7.5
65,11933,6.6
54,11933,7.0
64,11933,7.5
60,11933,6.9
49,11933,8.2
57,11933,7.2
63,11933,8.2
52,11933,7.2
69,11933,6.6
59,11933,7.2
60,11933,7.2
58,11933,7.5
45,11933,7.2
64,11933,7.9
70,11933,7.3
64,11933,7.3
80,11933,7.3
59,11933,7.9
66,11933,7.2
54,11933,7.2
56,11933,6.3
52,11933,8.2
53,11933,7.5
76,11933,6.6
50,11933,7.7
64,11933,6.3
82,11933,7.5
86,11933,6.3
56,11933,7.6
59,11933,7.6
54,11933,7.6
56,11933,7.3
55,11933,6.6
63,11933,6.9
57,11933,6.6
58,11933,7.3
63,11933,7.3
58,11933,7.7
68,11933,7.6
55,11933,7.2
55,11933,7.6
56,11933,6.2
68,11933,7.2
60,11933,8.0
57,11933,6.9
55,11933,7.6
62,11933,7.2
51,11933,7.6
51,11933,6.9
64,11933,7.9
65,11933,7.9
58,11933,6.9
60,11933,7.5
61,11933,6.9
57,11933,7.6
58,11933,7.3
58,11933,7.8
66,11933,6.9
82,11933,6.6
76,11933,7.2
64,11933,7.8
68,11933,7.6
58,11933,6.9
61,11933,7.6
46,11933,6.9
55,11933,8.3
56,11933,7.3
65,11933,7.3
56,11933,7.8
77,11933,6.6
84,11933,6.6
86,11933,5.3
81,11933,7.2
60,11933,7.5
56,11933,6.9
60,11933,7.3
54,11933,8.2
65,11933,7.6
64,11933,7.2
58,11933,7.2
61,11933,7.8
53,11933,7.3
60,11933,7.2
57,11933,7.5
46,11933,6.6
63,11933,7.2
62,11933,8.3
67,11933,7.6
56,11933,7.3
55,11933,7.8
55,11933,7.2
68,11933,6.6
82,11933,7.6
62,11933,7.0
64,11933,7.9
66,11933,7.9
62,11933,8.6
66,11933,8.2
85,11933,6.6
86,11933,5.9
87,11933,7.2
73,11933,6.6
62,11933,6.3
61,11933,7.3
58,11933,7.2
58,11933,7.6
62,11933,7.2
55,11933,7.9
64,11933,7.6
55,11933,6.3
51,11933,6.6
54,11933,6.5
59,11933,7.3
65,11933,7.6
62,11933,7.3
55,11933,7.6
58,11933,7.2
54,11933,7.2
67,11933,7.3
55,11933,6.6
64,11933,7.7
54,11933,7.2
55,11933,8.2
51,11933,7.9
54,11933,7.9
55,11933,7.9
61,11933,6.9
56,11933,6.9
56,11933,6.8
56,11933,8.0
60,11933,7.6
47,11933,7.5
54,11933,8.1
55,11933,6.9
55,11933,8.0
57,11933,7.0
47,11933,7.6
49,11933,7.6
53,11933,7.3
62,11933,7.2
59,11933,7.2
56,11933,6.9
51,11933,7.1
58,11933,7.6
60,11933,7.8
55,11933,7.6
49,11933,6.9
55,11933,7.3
57,11933,7.6
64,11933,7.2
66,11933,7.2
68,11933,7.6
53,11933,7.2
64,11933,7.2
62,11933,6.6
51,11933,6.9
69,11933,6.9
73,11933,6.9
82,11933,5.9
65,11933,6.9
55,11933,7.2
56,11933,6.9
57,11933,7.5
50,11933,7.5
60,11933,7.2
56,11933,7.3
57,11933,7.3
69,11933,7.9
64,11933,7.5
54,11933,7.6
74,11933,8.4
55,11933,7.8
54,11933,7.3
63,11933,7.6
64,11933,6.6
67,11933,7.2
60,11933,7.8
61,11933,6.9
63,11933,7.3
73,11933,5.9
86,11933,6.1
86,11933,6.2
58,11933,7.1
61,11933,7.6
80,11933,6.5
77,11933,6.6
66,11933,7.9
55,11933,7.3
55,11933,7.2
53,11933,7.2
57,11933,7.9
53,11933,7.3
55,11933,6.9
54,11933,6.3
59,11933,7.2
79,11933,6.2
59,11933,7.5
74,11933,7.0
69,11933,7.2
50,11933,7.6
55,11933,7.6
62,11933,7.2
63,11933,7.0
66,11933,8.2
60,11933,7.5
47,11933,7.8
59,11933,7.3
55,11933,7.2
58,11933,7.2
49,11933,6.9
56,11933,7.3
61,11933,7.2
59,11933,7.3
60,11933,7.3
52,11933,7.6
57,11933,7.6
55,11933,6.3
74,11933,6.3
85,11933,5.6
84,11933,6.9
60,11933,7.2
51,11933,7.5
51,11933,6.9
66,11933,6.3
55,11933,7.3
61,11933,7.6
51,11933,7.3
47,11933,7.9
53,11933,7.8
50,11933,7.6
55,11933,7.9
74,11933,7.0
56,11933,7.5
63,11933,7.4
76,11933,6.3
73,11933,6.6
67,11933,6.3
62,11933,6.3
62,11933,7.3
80,11933,6.3
63,11933,6.6
59,11933,8.0
60,11933,7.2
54,11933,7.3
66,11933,6.2
62,11933,7.2
13,11933,6.9
0,11933,6.9
0,11933,6.2
1,11747,6.8
0,0,7.7
